Región,País,Ciudad,Nombre,Ubicación,Tipo,Calificación,Precio,Foto URL
Centroamerica,Nicaragua,Granada,Centro Turístico Granada,"{'lat': 11.9228937, 'lng': -85.9406333}","['tourist_attraction', 'point_of_interest', 'establishment']",4.3,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWpxetgkBd4kbH0qD7r9SlDyOkrdRDGrmtTUoIJLkMFm9OKNUcWeL9Cktoee_fDiXqIU_Cs39VD6gScP1kXjJxiC5K4tUzEKPMWWt_giySKKB-R0HrtLB9J3AoQvvyRr3N_kn80S7cYZn2HfqhOsPWUKk8u-cMX2jilqFIxcGcUfy-U5&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Centroamerica,Nicaragua,Granada,Embarcadero Los Cruz,"{'lat': 11.8941431, 'lng': -85.9305485}","['tourist_attraction', 'point_of_interest', 'establishment']",5,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWr7pAdRmsFD54VCGkMFJjjIAxjhWfhvW5-6u3glvN-_iBYG5ntVD2l1gZSszJ718dROYoXIrUZ7fgNaX77Nlx8JvTWaPe4Od1QLDAnWLoh4iy42Q44ZqGJjryYDjoyLmGR9vgpPxtykNybq6MD9rH1cqFWz-akYknGBlPqiW_XEsm9J&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Centroamerica,Nicaragua,Granada,"Centro Recreativo Ecologico y Cultural ""EL PARAISO""","{'lat': 11.8942434, 'lng': -85.9307108}","['tourist_attraction', 'point_of_interest', 'establishment']",4,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWqZjJgEzNKFMBa3EIvP_JqZc9dGpXqmVBM4sQ2PfyXkNuuPGdBw_89Y0RQXNcqBkt0jL_zWSeHm20ZEogDj8Fs2nTIdnl7VkqwMHZTHVxIi_AKZGoAps91SD_3tKaxnM2VAHKTKdSbBCLYtMTiN-odJU5Olsupc09FE9RvYBdoge8HZ&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Centroamerica,Nicaragua,Granada,FINCA AGROECOLOGICA FRUTOS DE ASESE,"{'lat': 11.8992312, 'lng': -85.9344186}","['tourist_attraction', 'point_of_interest', 'establishment']",5,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWqHCd6S75XqySM_x4VGYY8BSyn9qu2E9LLdQyIjlBl0P236Hh9rDNX2HLnXP6Rt4quF7UjbvJnrmNKcZgy3gYxNMVX_82HKOs8JpCkZ-kUtXha5DjYX2jPVWZGamm3Sc6C6aW6VtdRMoV7pLMQrE4eY374C6jv1kJfUH5cPUHp7bqbB&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Centroamerica,Nicaragua,Granada,One-On-One Tutoring Spanish School,"{'lat': 11.9299, 'lng': -85.94823099999999}","['tourist_attraction', 'point_of_interest', 'establishment']",4.4,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWp3GTtedZcvgq-ftBY_VggllmNoczeiQIfqAgexnejSoC8UiFwCG2rVuVMtJQfNfzzE9AMLrszu7zayWkZ8cxcx6lBFFP8eML8tsrjLu5rIKcIhEWaSvGsL6Umqzrvlpv9I8NirpX2nyJb_cj8dGfKcJopUYpa-P2Dwrz3ywEKzqVEG&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Centroamerica,Nicaragua,Granada,Sabor Nica - Nicaraguan Culinary Experience,"{'lat': 11.9294239, 'lng': -85.9504872}","['tourist_attraction', 'food', 'point_of_interest', 'establishment']",5,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWq1yoFtV3PCscqOHFkDTKbT9spKRP9X0MG9qZkzOPFUrW58GLXNJHl0At_Ge2BYZjRYhKMBPuQWx6R-wdOJe7zTDPTV9XxLoYxfV1po0pXLxoedI8xuZC60_lDLYrod3AKIW8qPYihwxBrJ2BUxYAH4SqaU7YKCruF8NNI1Cay1kWu5&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Centroamerica,Nicaragua,Granada,Psych Lounge,"{'lat': 11.9275994, 'lng': -85.95049689999999}","['tourist_attraction', 'bar', 'night_club', 'point_of_interest', 'establishment']",4.9,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWr0ufSVGutqUT4UH1oqtMAl9anxPFpoZ7xL7pDrmlJAFFj_qN3AIMjqZcqhIfYU0A-Nv96DFL5THP_Okh4UljzCgCAAcKxd-zJEXyUihpqAQxkSWJGMNROgbcwh4p5Dx1U-uSxjZoLtQhCvCCLOI4RMtFqVjQ4P7o_Yh9yAvkA9lhxm&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Centroamerica,Nicaragua,Granada,"Cigars, Cigar Tour Esteli, Rum Tasting, Coffee, Travel Gift Shop, Flor de Caña Tasting, Pottery","{'lat': 11.9316299, 'lng': -85.95211940000002}","['liquor_store', 'cafe', 'tourist_attraction', 'travel_agency', 'bar', 'store', 'food', 'point_of_interest', 'establishment']",4.9,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWor_X7bZdzyl_7eHsumLa6hY6ua4YBpupPHVISkbLNVXMDOjb8i5J5zW2Bc5GDf0mB7E0NTM6XvOgqmdxl1cEFU55lP355iRQ87ahkFSGGH9pzOXFxaF8nJuHvRCz9XJtlSVGLXxKy5gy0233UzpDMdsO6l0UbYKbQhRvdbPc88WY2h&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Centroamerica,Nicaragua,Granada,"Calle La Calzada ,Zona de Diversión","{'lat': 11.9301062, 'lng': -85.95241449999999}","['tourist_attraction', 'point_of_interest', 'establishment']",No disponible,No disponible,No disponible
Centroamerica,Nicaragua,Granada,Old Railroad Station,"{'lat': 11.9378646, 'lng': -85.9551226}","['tourist_attraction', 'point_of_interest', 'establishment']",4.3,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWqQ4L9IuTZ-fCJBIGZQecLKo1R97ZkcgMtAzyMSHPBT23dXVqXyf3N-w73ZwiaVLyrCmSKcdw-Hj1ccHqR49OOyuRqDBPf2nElBvTLYvYw0S3YUKqJRR58KXgYkDs2WdL6LMuJlFHo6Ywbp07VnPWoUH48axVkuwo6fP0AE_jLlWkg3&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Centroamerica,Nicaragua,Granada,Immaculate Conception of Mary Cathedral Church,"{'lat': 11.9298587, 'lng': -85.953358}","['tourist_attraction', 'church', 'place_of_worship', 'point_of_interest', 'establishment']",4.7,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWpwHA1BwQVuoxtANmb4oXFP5S4MsG1RUb9fMjeAmvLpGP2lMOJ7IFu-6hTvW1XIYNFxsQOlQ3MXLM-AxMfvAT8dG8TkjWBc76kcrmpHXd8kSyptYcgQaAZLfsytqh9jwhVk4PIjXTCCOUvF6S9DAw8O41tsaRimx7-UU79W7h_v6RSC&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Centroamerica,Nicaragua,Granada,Parque Central de Granada,"{'lat': 11.9299331, 'lng': -85.9539309}","['tourist_attraction', 'park', 'point_of_interest', 'establishment']",4.5,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWoCmPLlERj-LMuobvCOn113uMoyn9WZXCflJ9XbgzOZUvWMjJliairRETMcLM57NwxfxamA0Spwe4aYz7G_Q8fvIh7BGsZ16tbUS1pJGp4nGZavzRerk-wavXjGcw4lNoAzdKMmS1jwU6D8wNLLfBy9vW0yvaIRhPFmjaUOKnZww6rx&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Centroamerica,Nicaragua,Granada,Mercado en Granada,"{'lat': 11.9266264, 'lng': -85.95469949999999}","['tourist_attraction', 'point_of_interest', 'establishment']",4,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWoJKHTay8IfXv9KHjjxUmMCqXR_pTDSw2xUkE-FD8J7Kwv4Ss1ae2P1rXPwoCVh0OeIYcva9zPf89c9yLnORAYFCeuXSLifSR2qLIomUwU8Sg92mO_5EZOT8-MHH7H7ikYyhqFK6nS6cP99JwSi9Oykg1xu99tXXJNu69WVXboxYKNr&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Centroamerica,Nicaragua,Granada,Granada by Foot - Free Walking Tour,"{'lat': 11.9292144, 'lng': -85.9566229}","['tourist_attraction', 'point_of_interest', 'establishment']",4.7,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWo9yVpnHoSokYZeUthN7RS5fFS7_gTGbirR-2pFukzFVVk8xoKO2tblyYS-8waXE2VF60Do1krLsL0A6BaXmhhtoJpOxx8uAef8L6Gn1MpNx2xz1Qh7763aGwvPUDUZV7BCRNFW1DXSwRcIRwLoYcLlXmflNgbGuZvXqOroyI5xIi-0&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Centroamerica,Nicaragua,Granada,Sor Maria Romero Birthplace,"{'lat': 11.9280051, 'lng': -85.95853869999999}","['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",4.6,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWo-ENqOpEXoB0-xRq6IJYle6UzDBbOm-zBUz8CUr7IE038u_dzUMsYbBFku7ZR1tft1-bNcB_CU41YBd0f9r6IzC4BmgRrUyaX46GdwiHZaZPQ9-BJBzOVAtGrcCr-Eeoo48JT5YWCOLI8obAbF1wWsLl9Cc1WUp9O9a1RuHvY-p0PA&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Centroamerica,Nicaragua,Granada,Xalteva Park,"{'lat': 11.9289528, 'lng': -85.9603102}","['park', 'tourist_attraction', 'point_of_interest', 'establishment']",4.5,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWpKdfNyR1N24F7lx4EnSxFuWS2p34S80n0D5QbKZDeFu_fuo56oAB-u7IDU67RjdEwmX_IGb_QzklRqSWh_KYdyoizV_yFhgHm31fPO3K_m_poTXqbDdosoWGSmtuOWhKX0wGMVOsOlLFwUUyNyk5rTUd_F-SJcEeS_2GYFqu4hI1IX&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Centroamerica,Nicaragua,Granada,Arco Monumental a Granada,"{'lat': 11.9363476, 'lng': -85.9638387}","['tourist_attraction', 'point_of_interest', 'establishment']",No disponible,No disponible,No disponible
Centroamerica,Nicaragua,Granada,Chapel Maria Auxiladora,"{'lat': 11.9281557, 'lng': -85.96370189999999}","['tourist_attraction', 'church', 'place_of_worship', 'point_of_interest', 'establishment']",4.7,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWrX9U6NRYbid-kP-uX6-UUaINHLzo1-8JbcfL8cUPdrag5PehNQGhE6K7Kno15ZdbCObDlkECXQ8ar3KtnQPASOD8QlNB_W8T2sjXVTOW9_W9QSG48Zub4bMGzvERFTq7msP0v8JnabUY9E1zRZBPtXtXLf1l_LgZCum-FdwupbPBLV&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Centroamerica,Nicaragua,Granada,Vidal,"{'lat': 11.9310591, 'lng': -85.96607569999999}","['tourist_attraction', 'point_of_interest', 'establishment']",5,No disponible,No disponible
Centroamerica,Nicaragua,Chontales,Cerro El Pabellón,"{'lat': 12.0516953, 'lng': -85.51914149999999}","['tourist_attraction', 'point_of_interest', 'establishment']",4,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWpHWTQOuOKrzLP8O0-BwvfEFFcqtD_OlLBIb1xVkwpNIGFeRrbhOKsrt-8l43Mtz3_u78n2LDrjvArePGNKMvU8n38DEiRhMLjNzQQsemSCw__J2w9jX1kUKBpDqx1j6wjIlTyz5dqdv5-_ZvBBnM9f5fqJ1EUrNVFMeoopcxiWr_g0&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Centroamerica,Nicaragua,Boaco,Poza y Balneario Rolandito Palma,"{'lat': 12.2289486, 'lng': -85.6584206}","['tourist_attraction', 'point_of_interest', 'establishment']",5,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWqvLqg3FtR_gfS8ei0dBcqF_BSkmYiyEVoFbVMaxQn8jKPwmYbDFVQW7u2i_5Z5VYw11lL8Nm1OZvmGqt7Q2iWCA-BBI6xFyHx-NFApOH_eaScmEYsBKqfFIiJyqVQ_XX0vtvDmGMqneAlO-lfJ-qwDilWaZwpiHEKgXDrGG6AJbNnr&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Centroamerica,Nicaragua,Granada,Nicaragua Butterfly Reserve,"{'lat': 11.9125962, 'lng': -86.0009615}","['tourist_attraction', 'point_of_interest', 'establishment']",4.5,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWpsRCzh8zDIxJ5flZlCAvyjN944nnEkWIJusQQbIsC7nO_NMI0KU45GX4y9cqWz9ACcKQk4N2e_mCfyBreFbJZ09kRi1P9oB7_QLZhs8AHtkaM_Ui27hfWwNSfMnY2kAJbSvxH96YCkA7DVomNI0J3-KK4sOtZXAL4sNd8EJ8JsdqrH&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Centroamerica,Nicaragua,Boaco,Poza de las Brujotas,"{'lat': 12.2458125, 'lng': -85.7555625}","['tourist_attraction', 'point_of_interest', 'establishment']",No disponible,No disponible,No disponible
Centroamerica,Nicaragua,Granada,Reserva Natural Volcán Mombacho,"{'lat': 11.8261185, 'lng': -85.9675187}","['tourist_attraction', 'park', 'point_of_interest', 'establishment']",4.7,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWo5WSWfkWiE2QG9ZUcthTKJPUnfg-nBv4BFRac-fC4pRrQfyfu196Zt8XkE-CKUHTRGqSAnqPyEjHCrfOlIICQpeXQyZpeHTM0ut7JmS8ity0kfej6wSFiJCzLSY0HmbQVyejSOndGeRa-nYDLebWld8_SKbwW682CrUYpFyY7FLIYp&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Centroamerica,Nicaragua,Chontales,Cascada Escondida,"{'lat': 12.0478415, 'lng': -85.4727186}","['tourist_attraction', 'point_of_interest', 'establishment']",No disponible,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWrSLgSxWz3hSB9G1d_Qor82I-Q-SluxIsgoHA4A-9hwc7Oh9M06YALJvJmg8wEuiDGsxFbJ9qW_Uxy6cGS2jASQ661ZoAaEahIqoF3RXGlxK1xskld9CJmt-Lvzgj7XdkgBUZL88Mkd2iK5NSmq5P4fEPDYPoYLrh2Avg6Ilbiejdi6&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Centroamerica,Nicaragua,Granada,Crater activo y principal del volcan Mombacho,"{'lat': 11.8309765, 'lng': -85.9739634}","['tourist_attraction', 'point_of_interest', 'establishment']",5,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWrJrYNkzI4Ws7P0Y4JQqi8kvwTTSjknu0TNTtlHS_A7pHwvhQ_DVEQMBISgTyd4W643Th0O0tAeKOW95B4iMfmbvOJRMpQpwR07EnIZWyN6kOeNCnmfziY4I34JPmMzlYl29fI3EPMroTwv5sHq6F88gmXaVyF5nJZqAbQTHQjvhwBQ&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Centroamerica,Nicaragua,Granada,Cráter extinto del mombacho,"{'lat': 11.8350666, 'lng': -85.97860999999999}","['tourist_attraction', 'point_of_interest', 'establishment']",No disponible,No disponible,No disponible
Centroamerica,Nicaragua,Granada,Mirador Loma del pueblo,"{'lat': 11.8838341, 'lng': -86.00862029999999}","['tourist_attraction', 'point_of_interest', 'establishment']",5,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWpI-gShCX5FUk_GYmt639owv-bV3mHyHO2mynEJ4Prr4vgk-l8Ir1OGZsvctfRotd-oHSeO070IX8pkyqrZE5NY5_LnWTxDJO1wVWkybwIejuqDsjQ1Qh69lh4LLyRJvxf0HcpIVSRULJHqxdeLcqChR0p5YIMeiLExzgQRu0Ufvylh&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Centroamerica,Nicaragua,Matagalpa,Santa Emilia Water Fall,"{'lat': 12.9919386, 'lng': -85.8300632}","['campground', 'tourist_attraction', 'park', 'restaurant', 'food', 'lodging', 'point_of_interest', 'establishment']",4.5,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWorgX4wj2dCuZguaNFZC7iXRT5pPEwP-wRER3-zrxVspaZhuqRljpDDv8XTE9zpWGFInJ1D2P8xVd0J0YI15EDX2OrvVfDjAojfjsfcqopnGwXYfoMdnvtGm9iBGbwvAmpqfz1jiTOlHZ4KxrEA-2wjKM5hWR6ossYEh7DbUToT6YJ-&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Centroamerica,Nicaragua,Jinotega,Young Life Camp,"{'lat': 13.0532622, 'lng': -85.9584476}","['tourist_attraction', 'lodging', 'point_of_interest', 'establishment']",4.7,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWoBLcBZMcNLolcZp5-7JXVdpg0gPRZ2bJJ4yH9vA2LR_aZYK9F1YgI78BwkesKpqC44bAAR8VIck3lXbHHMYm_42yrjYxzluZFSvlRjA_849Sq7Wx9rHSMdHR5yMjrxYdkaE5Sn-mR7hwDybc7TRAoOZ1ykj3yu1oMw4XMQ9ebEkFIl&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Centroamerica,Nicaragua,Matagalpa,Centro Turístico Rural Comunitario San Ramón,"{'lat': 12.9480502, 'lng': -85.84544050000001}","['tourist_attraction', 'point_of_interest', 'establishment']",3.9,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWrTGXZckgmvkR_Hn4VZxxWbJqUG5vGFeH4-fMDaLCy4JNCXWIvoxf66IYmsa2Tn-ZNSA7Bul02HnQZZeB_wZG4G28sxdIdmsBS3bjH_C1sEVW4xNlxLKK5JLZ_LO_y9BPwwztw-ZE5FB_SJjg4Usyutq0JAyhyyUF86FHITocCf4dpJ&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Centroamerica,Nicaragua,Matagalpa,Museo del Cafe,"{'lat': 12.9265001, 'lng': -85.91875809999999}","['tourist_attraction', 'point_of_interest', 'establishment']",4,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWrOEPRkfmpAa1DXqNdZXf8VQuGgyLcLm_LJLwZLkUtppGh-xuru9ycTuAk0gQuNZQZ8G25fFybDFN3kSai1j_UX2uuDMvQ6T7GmIXeXbvZRImWpGKwnaWMjcskFImYqd_EyQ6fr_o2o6Li6_LphQ5x17Pf3Yg7R5VioJx_ZM7L0ZUNv&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Centroamerica,Nicaragua,Matagalpa,Selva Negra Ecolodge,"{'lat': 12.999267, 'lng': -85.909285}","['tourist_attraction', 'restaurant', 'food', 'point_of_interest', 'establishment']",4.4,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWpbWCONUcqnRcl6G3992O0XooJmotBLGYEsjIvCNgujN9-mIlKGSZ3BMen6LPmBxVLmBV67RoqJ4Vhu3YA9lUncq_GNlCNl2BqVZrroFjVeEqxjksTfST4v6Nd0Z5BjcFlyBlZnWqF4yotGCQq8FpLY2oKDRAiRwHWkQGnQo5RbreUM&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Centroamerica,Nicaragua,Matagalpa,Matagalpa Tours,"{'lat': 12.9223539, 'lng': -85.9188386}","['travel_agency', 'tourist_attraction', 'point_of_interest', 'establishment']",4.5,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWrIoJvNECWk51aw0sVW9X4wEhxsSt5SuK8bRHcEEucHGwqN8RUp77Hp3cNnq714W-bhu0xjJQYGQL2Ogk0vnqdZCS_qsEUgXsp89riYeO38iHMDLyym7DVD6P7s22kybTnR55s-JkelQuh8IMw86zXwwzsjqTONSc77RSMi_gADzCBJ&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Centroamerica,Nicaragua,Jinotega,Finca Flor de Pino,"{'lat': 13.0538035, 'lng': -86.0172324}","['tourist_attraction', 'point_of_interest', 'establishment']",No disponible,No disponible,No disponible
Centroamerica,Nicaragua,Jinotega,Nacascolo,"{'lat': 13.1281446, 'lng': -86.1273918}","['tourist_attraction', 'point_of_interest', 'establishment']",5,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWqkmxFqRengEnNZtOS-3o7WvGr4vfE6Q5qOJRcINoPjKDqyJ-qYBN0kFEjR1muXqwycsUCiLXD4nm4lMiCOefWe_sKNbDukphnopH9kS-55bn6tf37-yEZAJZmC_FeNSD0EblywbC06aPM42GcMkzB4QVoKgOcQL2xTi9KYzuqbyumt&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Centroamerica,Nicaragua,Jinotega,Empalme La Peña - La Montañita,"{'lat': 13.0858918, 'lng': -86.0159343}","['tourist_attraction', 'point_of_interest', 'establishment']",No disponible,No disponible,No disponible
Centroamerica,Nicaragua,Jinotega,Quinta Homero Guatemala,"{'lat': 13.0666072, 'lng': -86.00366679999999}","['tourist_attraction', 'point_of_interest', 'establishment']",4.6,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWoaiF3b95rGnLZgdmdawAj3ec6-t_9M0vviwy3BF_rCAkchnOceD8ahxerfNa0qvi0nZI6bMOggc1PgzolHkVNuYi4pjHvGb8hsOXcg4rLeDgaHhPjMKCikBsYnEPSUsP-CQTA-j4fbritBI3-psaeBgGFiZMzKeXXz8IJskMAeHc-k&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Centroamerica,Nicaragua,Jinotega,Peña de La Cruz,"{'lat': 13.0922852, 'lng': -86.0133474}","['tourist_attraction', 'point_of_interest', 'establishment']",4.7,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWoVuZUPP-9DZKIIbmcdLT70GdaNV9tj4thMlumGbjE0CpLUU5FckKLNIQ3QoHQgr-g2UVnMG1rUKS75ghcrjxFpOP8sg2f-JC06ZBbs36rqLmyTDgSVEYKYAB0OVTg-vWgufMS_8kSSNqVXS5S-3s4DlXM4GJshfdbfh5bwvK86Ptve&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Centroamerica,Nicaragua,Jinotega,Valle de Sialce,"{'lat': 13.0782228, 'lng': -86.0050122}","['tourist_attraction', 'point_of_interest', 'establishment']",No disponible,No disponible,No disponible
Centroamerica,Nicaragua,Jinotega,Paseo de la Cultura y la Familia,"{'lat': 13.0915203, 'lng': -86.00330810000001}","['tourist_attraction', 'point_of_interest', 'establishment']",3,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWrP4VrHn52Ga3KwM4sOvNYE38C7Ikc8il5PvQJp67hFLcKUaB-N-VMEiyGmZFWvyFkOTcAdMsTqCL1WfMUo9hj3_ucl9-9Ps-tK8Y_qMekWSO-EVzO8h2lsjpVJL1_ch_UqVflGQ5MX216hCqsUoBmLXFN0ggpHKDURJOosrk1Yau4w&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Centroamerica,Nicaragua,Jinotega,Carulo Exotic's,"{'lat': 13.0868262, 'lng': -86.0007083}","['tourist_attraction', 'point_of_interest', 'establishment']",No disponible,No disponible,No disponible
Centroamerica,Nicaragua,Jinotega,Finca Santa Elena,"{'lat': 13.113629, 'lng': -86.01725599999999}","['tourist_attraction', 'point_of_interest', 'establishment']",1,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWoqxXE5c4xWzYs7M509HzIyX3orUFrfV95TZmFCtEU6Gbb4tCGw_gkh8DJMyOAG56Bp2ewm_vijWeldMXl6jCBq60juwIAV0O2IfzxvIJdKkMGfQHnJYnRFRYZ8JpT1mYPQ9f7OAuetwPMmR3UUuqMw-YpqkmIuQKBaXL6e3DimLWFf&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Centroamerica,Nicaragua,Jinotega,Cerro la Cruz,"{'lat': 13.0883907, 'lng': -85.9993997}","['tourist_attraction', 'point_of_interest', 'establishment']",5,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWpLWnvycKxQp09DX4zXBsYz-AJfI_qnuet4SHy0IDw6bp-cBFmUoaD3ZsP1X8cgurwOxB4bF5LHuYfOYXaHykX7NfvMpjFZ0DoT0HyXFPR1MP8eE5Men_mVcunioMPCcJi2Kl_lRlSJR57EzRwL5QKLVOlj3wIqz8kA_QcJi8gxOORC&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Centroamerica,Nicaragua,Jinotega,Mancotal,"{'lat': 13.0883907, 'lng': -85.9993997}","['tourist_attraction', 'point_of_interest', 'establishment']",4.7,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWqAKC0Ljo3vrFiKkvFnjGX1lzbaVmmkdiR6xulzByIY-w0NK14g30j9eoHAi-6ePfkHNXR4g5tMC2GdBobV3byhgr8Mj5UljOlosfDPwy0rKXFt99gV56kxjqtOorihQgQLKrNIwqeMsHmiyz-IQcwAVeZqz7CO8gLR3RnqF4g5lanT&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Centroamerica,Nicaragua,Jinotega,Rotonda La Biblia,"{'lat': 13.0934605, 'lng': -85.99850909999999}","['tourist_attraction', 'point_of_interest', 'establishment']",4,No disponible,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdDdOWopEvJJYC6y7LiBoYcnaJ0hZPzYGpBzrx63gdxO8nEkBaYtMZNzRSs5zSeMW2w7MYNOUARkjDyQfNoNxIojB6Yt4jcmICkvL_DrWclye3-zLONYskolul8jqltcg-PW6M3qFFpA9ujrMtHtp4OfpRi-Set4zi4Fhvz9FjHsym6PNJW4&key=AIzaSyApbt6sBHnTAGiGvpZ6vtMmwqXpcEueisE
Centroamerica,Nicaragua,Estelí,Esperanza,"{'lat': 13.1185625, 'lng': -86.20043749999999}","['tourist_attraction', 'point_of_interest', 'establishment']",No disponible,No disponible,No disponible
Centroamerica,Nicaragua,Estelí,Vista cerro,"{'lat': 13.1237936, 'lng': -86.20123629999999}","['tourist_attraction', 'point_of_interest', 'establishment']",No disponible,No disponible,No disponible
